ID,Pitcher,PitcherThrows,PitcherTeam,RelSpeed,SpinRate,SpinAxis,InducedVertBreak,HorzBreak,RelHeight,RelSide,RetagPitchType
1,Pitcher A,Right,Team A,94.12374,2486.751183,226.784705,9.1213,8.66926,5.54946,1.75546,Fastball
2,Pitcher A,Right,Team A,83.00579,2913.832817,79.516763,0.25146,-5.50355,5.54872,1.7624,Slider
3,Pitcher A,Right,Team A,92.71821,2378.211055,263.751026,3.26173,17.95532,5.5703,1.66684,Sinker
4,Pitcher A,Right,Team A,78.75718,2910.24206,47.839311,-5.29528,-7.57406,5.64562,1.8413,Slider
5,Pitcher A,Right,Team A,91.77008,2180.418555,263.45064,3.31229,18.75072,5.44747,1.81584,Sinker
6,Pitcher A,Right,Team A,82.91343,2837.662301,78.418802,0.12134,-5.30496,5.47344,1.70654,Slider
7,Pitcher A,Right,Team A,83.27913,2740.730349,51.93777,-3.05669,-5.3274,5.5018,1.82351,Slider
8,Pitcher A,Right,Team A,83.26587,2846.806127,27.483296,-3.47189,-2.46815,5.53103,1.56266,Slider
9,Pitcher A,Right,Team A,92.61053,2307.349395,210.468111,8.58245,4.40827,5.47637,1.80758,Fastball
10,Pitcher A,Right,Team A,92.18645,2504.339715,202.611888,8.80894,3.26886,5.46921,1.67082,Fastball
11,Pitcher A,Right,Team A,92.9831,2465.187339,206.940953,9.60749,4.38811,5.51668,1.92621,Fastball
12,Pitcher A,Right,Team A,83.46648,2859.02744,35.912788,-2.35039,-2.59559,5.39209,1.76222,Slider
13,Pitcher A,Right,Team A,92.36228,2378.545919,207.727241,12.02603,5.74646,5.38469,1.96364,Fastball
14,Pitcher A,Right,Team A,91.72572,2386.885401,204.410283,10.13064,4.08386,5.53252,1.63668,Fastball
15,Pitcher A,Right,Team A,78.09144,2840.741665,37.002027,-10.26969,-8.8417,5.62926,1.80152,Curveball
16,Pitcher A,Right,Team A,81.39438,2909.336317,46.714201,-8.94808,-10.77209,5.62698,1.67378,Curveball
17,Pitcher A,Right,Team A,91.04411,2388.433243,212.236952,10.29221,5.92055,5.79828,1.42084,Fastball
18,Pitcher A,Right,Team A,87.93384,1964.963979,257.758539,5.32752,19.29178,5.5104,1.78348,Changeup
19,Pitcher A,Right,Team A,81.21414,2918.652202,47.826223,-4.69154,-6.40929,5.70023,1.67683,Slider
20,Pitcher A,Right,Team A,91.59726,2332.394674,227.028875,7.83819,7.22839,5.83104,1.53318,Fastball
21,Pitcher A,Right,Team A,92.69354,2318.377074,226.64328,10.63012,10.19024,5.67651,1.61071,Fastball
22,Pitcher A,Right,Team A,91.03371,2369.745429,222.033427,10.46638,8.43646,5.8501,2.02589,Fastball
23,Pitcher A,Right,Team A,81.02013,2862.639737,68.270987,-3.06752,-11.28674,5.53579,1.96086,Slider
24,Pitcher A,Right,Team A,82.44401,2862.696851,53.805499,-1.56658,-3.81563,5.5718,1.56131,Slider
25,Pitcher A,Right,Team A,81.18589,2925.120637,48.880815,-4.01418,-6.04457,5.56082,1.60561,Slider
26,Pitcher A,Right,Team A,93.83115,2440.177584,243.658001,8.12477,14.41237,5.69173,1.42662,Sinker
27,Pitcher A,Right,Team A,81.83724,2868.140565,33.274327,-8.20331,-6.14776,5.56024,1.4722,Slider
28,Pitcher A,Right,Team A,91.66478,2396.871798,258.518764,4.45008,16.23536,5.69059,1.4961,Sinker
29,Pitcher A,Right,Team A,81.96838,2936.319117,54.964816,-4.43268,-8.01256,5.55848,1.67613,Slider
30,Pitcher A,Right,Team A,92.73847,2366.706924,253.898648,5.43004,15.07485,5.74447,1.47834,Sinker
31,Pitcher A,Right,Team A,93.08755,2448.087606,244.371691,7.56245,13.40831,5.70914,1.51011,Sinker
32,Pitcher A,Right,Team A,93.1341,2379.588506,236.819426,12.77568,17.85903,5.65841,1.27452,Sinker
33,Pitcher A,Right,Team A,93.20068,2571.211278,219.028543,8.06918,5.6915,5.62688,1.44129,Fastball
34,Pitcher A,Right,Team A,77.062,2879.86271,57.216129,-8.19367,-14.89741,5.77575,1.48013,Curveball
35,Pitcher A,Right,Team A,83.71192,3108.799836,64.604455,-3.66028,-10.47426,5.49022,1.57225,Slider
36,Pitcher A,Right,Team A,84.37754,3093.556197,55.384224,-4.6789,-8.6143,5.47765,1.59564,Slider
37,Pitcher A,Right,Team A,95.00578,2606.537638,229.831417,8.91465,9.2691,5.49288,1.78461,Fastball
38,Pitcher A,Right,Team A,94.77267,2681.075863,212.631239,11.05627,6.47012,5.42372,1.62127,Fastball
39,Pitcher A,Right,Team A,83.44126,2933.317843,40.461093,-6.66874,-6.8267,5.46875,1.59108,Slider
40,Pitcher A,Right,Team A,80.39342,3156.483232,53.066905,-7.89993,-12.55127,5.59505,1.48614,Curveball
41,Pitcher A,Right,Team A,81.14416,3043.773553,53.796936,-4.69256,-8.14524,5.45766,1.55634,Slider
42,Pitcher A,Right,Team A,92.96551,2627.429138,228.681063,7.20721,7.02099,5.45716,1.56901,Fastball
43,Pitcher A,Right,Team A,80.90067,2994.541526,45.816889,-6.31189,-7.92414,5.40597,1.941,Slider
44,Pitcher A,Right,Team A,78.50539,2909.178633,58.415347,-10.30902,-19.24576,5.59971,1.38863,Curveball
45,Pitcher A,Right,Team A,94.41264,2466.442113,244.571431,6.54697,12.04375,5.64217,1.38612,Sinker
46,Pitcher A,Right,Team A,88.42625,1931.340682,251.187791,6.48319,16.00355,5.42178,1.67412,Changeup
47,Pitcher A,Right,Team A,93.64219,2417.52852,234.057457,8.75166,10.73178,5.7349,1.17176,Sinker
48,Pitcher A,Right,Team A,78.11921,2958.936769,36.024001,-13.60312,-10.9526,5.76741,1.19974,Curveball
49,Pitcher A,Right,Team A,91.62529,2236.250235,201.642307,9.9506,3.5874,5.74327,1.20741,Fastball
50,Pitcher A,Right,Team A,92.63954,2440.589837,215.209393,8.50548,5.39107,5.58011,1.53701,Fastball
51,Pitcher A,Right,Team A,82.94397,2953.01701,55.401924,-3.30236,-6.22363,5.65777,1.4247,Slider
52,Pitcher A,Right,Team A,91.44474,2604.219613,209.174715,8.02142,3.97965,5.67532,1.3635,Fastball
53,Pitcher A,Right,Team A,92.55434,2491.021099,221.429833,8.33213,6.56461,5.62899,1.38507,Fastball
54,Pitcher A,Right,Team A,91.13819,2328.934949,208.473391,9.25678,4.54508,5.68151,1.40731,Fastball
55,Pitcher A,Right,Team A,80.79789,2800.258059,41.305769,-6.54489,-6.69012,5.6118,1.47438,Slider
56,Pitcher A,Right,Team A,80.28519,2838.960015,53.427886,-5.57969,-9.08843,5.59359,1.63477,Slider
57,Pitcher A,Right,Team A,80.00891,2991.474384,42.069475,-13.14572,-13.09883,5.69512,1.6858,Curveball
58,Pitcher A,Right,Team A,83.76775,3016.696549,58.075476,-4.35705,-9.1904,5.5823,1.54428,Slider
59,Pitcher A,Right,Team A,87.8803,1879.749817,254.070309,5.24681,14.42973,5.32295,2.14309,Changeup
60,Pitcher A,Right,Team A,93.00892,2486.098043,217.514772,6.23941,4.04288,5.4788,1.5785,Fastball
61,Pitcher A,Right,Team A,93.01119,2500.635789,224.637711,9.97138,8.79863,5.61726,1.67823,Fastball
62,Pitcher A,Right,Team A,93.55712,2505.610867,253.747082,4.49319,11.93135,5.50651,1.70336,Sinker
63,Pitcher A,Right,Team A,83.77115,2952.921735,49.514511,-4.40103,-6.32638,5.47454,1.66119,Slider
64,Pitcher A,Right,Team A,94.4438,2525.457819,216.754909,12.01497,8.30288,5.54311,1.53366,Fastball
65,Pitcher A,Right,Team A,80.7217,3247.708287,44.502783,-12.94268,-13.93828,5.65194,1.67226,Curveball
66,Pitcher A,Right,Team A,84.44977,3067.734737,95.813018,2.20654,-10.96564,5.41725,1.75429,Slider
67,Pitcher A,Right,Team A,82.2595,3021.520491,79.769274,-0.02921,-7.83237,5.37525,1.76085,Slider
68,Pitcher A,Right,Team A,93.65933,2611.069592,209.978446,7.64079,3.89862,5.53343,1.66319,Fastball
69,Pitcher A,Right,Team A,89.16879,1987.123911,262.578586,2.67571,12.65142,5.27965,1.92891,Changeup
70,Pitcher A,Right,Team A,84.31517,3014.034548,71.133897,-1.64984,-8.31894,5.51696,1.72609,Slider
71,Pitcher A,Right,Team A,93.0137,2459.707022,217.733929,11.50697,8.11981,5.71054,1.62192,Fastball
72,Pitcher A,Right,Team A,92.72076,2417.314607,212.565168,9.15016,5.22646,5.80133,1.39841,Fastball
73,Pitcher A,Right,Team A,93.04156,2523.674779,219.589354,9.74075,7.35272,5.68227,1.7387,Fastball
74,Pitcher A,Right,Team A,92.54199,2512.001473,215.57141,11.62816,7.63811,5.67149,1.62163,Fastball
75,Pitcher A,Right,Team A,78.93029,3175.539374,51.810054,-10.18292,-14.65509,5.73529,1.47471,Curveball
76,Pitcher A,Right,Team A,94.15283,2486.393619,222.863388,8.7856,7.32615,5.72257,1.46589,Fastball
77,Pitcher A,Right,Team A,93.54453,2621.407274,223.263184,12.51572,10.85225,5.5611,1.68886,Fastball
78,Pitcher A,Right,Team A,81.53581,3038.996282,43.735722,-5.67752,-6.50555,5.67709,1.38302,Slider
79,Pitcher A,Right,Team A,92.76049,2599.503146,201.627995,10.53886,3.84831,5.73159,1.56104,Fastball
80,Pitcher A,Right,Team A,91.56702,2646.868532,237.792453,6.76926,9.25626,5.67851,1.53512,Fastball
81,Pitcher A,Right,Team A,80.63395,2767.443712,57.615203,-4.15819,-8.41134,5.70056,1.56541,Slider
82,Pitcher A,Right,Team A,86.33399,1766.985903,253.222701,5.51906,14.72056,5.56772,1.68071,Changeup
83,Pitcher A,Right,Team A,91.64961,2275.845188,247.326606,7.03272,14.55194,5.64988,1.55274,Sinker
84,Pitcher A,Right,Team A,92.46547,2485.338301,249.45886,7.28087,16.88863,5.6711,1.45265,Sinker
85,Pitcher A,Right,Team A,92.91151,2440.756448,223.288962,11.72571,9.98989,5.78015,1.2336,Fastball
86,Pitcher A,Right,Team A,94.31876,2409.882618,231.34899,10.88008,12.08851,5.64428,1.52764,Sinker
87,Pitcher A,Right,Team A,92.66176,2425.198883,247.144692,6.36469,12.49898,5.49559,1.48783,Sinker
88,Pitcher A,Right,Team A,81.89512,2860.075381,45.230881,-6.80055,-8.22705,5.54263,1.52594,Slider
89,Pitcher A,Right,Team A,92.19841,2433.225295,246.974327,7.72748,15.20847,5.53053,1.48776,Sinker
90,Pitcher A,Right,Team A,91.75904,2377.602193,253.734469,5.91555,16.06221,5.55981,1.59122,Sinker
91,Pitcher A,Right,Team A,92.15338,2457.383946,252.228912,7.12926,18.41221,5.60507,1.40083,Sinker
92,Pitcher A,Right,Team A,81.83399,2912.350381,73.567563,-1.315,-9.64571,5.48779,1.5699,Slider
93,Pitcher A,Right,Team A,73.62,2678.162075,41.406082,-11.71217,-11.90312,5.85704,1.474,Curveball
94,Pitcher A,Right,Team A,78.81582,3037.047102,53.003157,-8.6378,-13.3469,5.75706,1.36326,Curveball
95,Pitcher A,Right,Team A,82.86877,2839.737985,53.182837,-2.06221,-4.72441,5.51182,1.60699,Slider
96,Pitcher A,Right,Team A,92.83753,2334.023417,238.030358,10.53359,14.95902,5.61637,1.43213,Sinker
97,Pitcher A,Right,Team A,83.01414,2818.44041,46.590167,-5.44859,-7.10536,5.6655,1.60843,Slider
98,Pitcher A,Right,Team A,93.36209,2446.00286,180.506086,10.02556,0.08035,5.53468,1.80852,Fastball
99,Pitcher A,Right,Team A,92.38516,2460.827046,232.756331,8.30485,9.61646,5.64913,1.79714,Fastball
100,Pitcher A,Right,Team A,92.62915,2446.989634,234.718253,9.32355,11.83453,5.69733,1.62806,Sinker
101,Pitcher A,Right,Team A,87.15187,2002.985792,247.715827,7.71985,15.99639,5.53906,1.72256,Changeup
102,Pitcher A,Right,Team A,92.78632,2470.970868,197.631221,11.31544,3.31374,5.58722,1.88549,Fastball
103,Pitcher A,Right,Team A,91.81023,2427.736516,198.561923,12.90993,4.05862,5.68607,1.5335,Fastball
104,Pitcher A,Right,Team A,92.96722,2213.128669,201.492618,10.29292,3.63984,5.49766,1.86112,Fastball
105,Pitcher A,Right,Team A,93.29226,2406.720592,192.662649,13.06883,2.69126,5.52334,1.53374,Fastball
106,Pitcher A,Right,Team A,93.22792,2311.068704,202.892499,11.76544,4.53449,5.57311,1.82873,Fastball
107,Pitcher A,Right,Team A,81.00791,2928.884709,31.640277,-11.58997,-8.00949,5.66502,1.79225,Curveball
108,Pitcher A,Right,Team A,84.03879,2836.389518,25.687655,-1.80158,-1.4691,5.47362,1.90768,Slider
109,Pitcher A,Right,Team A,94.76465,2338.246007,256.717936,5.08666,16.75694,5.53386,1.75098,Sinker
110,Pitcher A,Right,Team A,83.97475,2869.356137,85.406521,0.36902,-11.26505,5.56895,1.59237,Slider
111,Pitcher A,Right,Team A,93.81168,2343.586846,259.486486,4.38032,17.75816,5.53913,1.69054,Sinker
112,Pitcher A,Right,Team A,93.35873,2438.559385,212.831686,12.48591,7.43827,5.51288,1.69138,Fastball
113,Pitcher A,Right,Team A,94.21809,2505.902149,204.829538,8.55689,3.51811,5.55044,1.77821,Fastball
114,Pitcher A,Right,Team A,92.64423,2270.146783,244.59821,9.67524,17.62084,5.62795,1.71717,Sinker
115,Pitcher A,Right,Team A,83.77997,2952.261622,11.820117,-4.55929,-1.21654,5.55748,1.76476,Slider
116,Pitcher A,Right,Team A,84.60722,2905.597241,355.469873,-0.98634,0.17382,5.47104,1.88552,Slider
117,Pitcher A,Right,Team A,83.40588,2873.376298,8.66752,-6.69288,-1.22898,5.58649,1.77935,Slider
118,Pitcher A,Right,Team A,93.91457,2393.443372,220.792517,13.23268,10.42973,5.4932,1.95339,Fastball
119,Pitcher A,Right,Team A,92.25428,2350.909276,219.972641,12.97111,9.95225,5.6326,1.78108,Fastball
120,Pitcher A,Right,Team A,93.01496,2530.419724,225.656689,7.73898,6.92819,5.59114,1.73279,Fastball
121,Pitcher A,Right,Team A,92.859,2249.802443,218.583724,8.11882,5.67252,5.59876,1.78423,Fastball
122,Pitcher A,Right,Team A,93.1521,2269.883113,209.938681,9.11079,4.70992,5.58853,1.62457,Fastball
123,Pitcher A,Right,Team A,91.98147,2127.184546,240.735731,5.17571,7.42327,5.51399,1.69749,Sinker
124,Pitcher A,Right,Team A,92.40403,2458.79212,223.676059,11.43615,9.87008,5.5767,1.71694,Fastball
125,Pitcher A,Right,Team A,93.24792,2464.308809,222.286968,10.14205,8.28126,5.47517,1.84667,Fastball
126,Pitcher A,Right,Team A,87.63908,2031.637651,251.078972,7.18378,17.24088,5.43474,1.90019,Changeup
127,Pitcher A,Right,Team A,92.16851,2406.459439,224.301261,9.59835,8.36158,5.37039,1.97703,Fastball
128,Pitcher A,Right,Team A,92.63125,2493.422231,224.534923,12.50198,11.22556,5.3682,1.85841,Fastball
129,Pitcher A,Right,Team A,92.91656,2455.929837,216.526477,13.4439,9.12721,5.38951,1.98569,Fastball
130,Pitcher A,Right,Team A,92.45153,2477.563238,221.775799,11.46095,9.21252,5.39139,1.86054,Fastball
131,Pitcher A,Right,Team A,78.3058,3040.966904,44.155371,-10.99989,-12.11194,5.52677,2.04827,Curveball
132,Pitcher A,Right,Team A,94.15589,2575.879882,214.946471,14.27123,9.26898,5.45686,1.95404,Fastball
133,Pitcher A,Right,Team A,93.96435,2499.640503,215.937496,11.85371,7.85213,5.40007,2.01187,Fastball
134,Pitcher A,Right,Team A,92.84757,2565.705847,206.390547,11.88552,5.34177,5.35239,1.75765,Fastball
135,Pitcher A,Right,Team A,93.54294,2381.559793,269.98579,1.23571,14.66276,5.41083,1.85448,Sinker
136,Pitcher A,Right,Team A,81.00284,2670.709308,59.830551,-3.12819,-7.30949,5.50757,1.98878,Slider
137,Pitcher A,Right,Team A,83.26168,2832.013851,105.267964,3.22461,-7.20284,5.55428,1.76581,Slider
138,Pitcher A,Right,Team A,92.10017,2395.937769,205.643322,8.90418,3.77288,5.47973,2.07471,Fastball
139,Pitcher A,Right,Team A,81.48509,2723.042835,72.008929,-1.52095,-8.77445,5.44357,2.01182,Slider
140,Pitcher A,Right,Team A,92.46683,2367.969412,251.550177,7.97741,19.62694,5.53087,1.7222,Sinker
141,Pitcher A,Right,Team A,92.66235,2540.367349,217.863601,12.20481,8.60713,5.61905,1.60932,Fastball
142,Pitcher A,Right,Team A,80.93719,2873.989158,82.393728,-0.70319,-15.26135,5.47495,1.78044,Slider
143,Pitcher A,Right,Team A,93.40005,2226.072234,241.53939,9.29709,15.29028,5.50301,1.76151,Sinker
144,Pitcher A,Right,Team A,91.65377,2341.303381,239.476694,9.38063,13.75922,5.51204,1.69003,Sinker
145,Pitcher A,Right,Team A,82.22598,2858.873117,48.481689,-4.58233,-6.66197,5.57254,1.58353,Slider
146,Pitcher A,Right,Team A,81.8913,2890.88442,82.514896,-0.1724,-12.44824,5.42857,1.73032,Slider
147,Pitcher A,Right,Team A,92.09561,2351.486667,262.552108,3.67709,18.55084,5.53433,1.81344,Sinker
148,Pitcher A,Right,Team A,92.29577,2406.038354,250.877773,6.57233,15.6358,5.49368,1.73448,Sinker
149,Pitcher A,Right,Team A,81.88022,2875.988153,24.462538,-4.63177,-2.72445,5.38793,1.87728,Slider
150,Pitcher A,Right,Team A,82.73623,2812.615691,67.500025,-1.89803,-7.84217,5.48472,1.74962,Slider
151,Pitcher A,Right,Team A,92.70417,2367.410012,241.657809,11.81808,19.44277,5.48741,1.60563,Sinker
152,Pitcher A,Right,Team A,83.30723,2603.303085,63.460675,-0.25189,-2.82177,5.45234,1.75116,Slider
153,Pitcher A,Right,Team A,91.87977,2301.959208,226.368427,5.96819,5.15969,5.41583,1.89698,Fastball
154,Pitcher A,Right,Team A,92.19337,2451.142295,213.420099,12.10749,7.33989,5.54228,1.85556,Fastball
155,Pitcher A,Right,Team A,91.56273,2296.752935,202.066932,10.02886,3.62866,5.57955,1.71889,Fastball
156,Pitcher A,Right,Team A,86.72444,1863.910468,270.337433,1.13158,15.80997,5.35109,1.94103,Changeup
157,Pitcher A,Right,Team A,91.4745,2455.740341,213.98418,6.80571,3.8576,5.47888,1.78231,Fastball
158,Pitcher A,Right,Team A,82.48785,2920.104066,49.24545,-2.43988,-4.3941,5.44846,1.89347,Slider
159,Pitcher A,Right,Team A,92.31791,2432.527322,207.375362,11.72064,5.49544,5.46276,1.79156,Fastball
160,Pitcher A,Right,Team A,92.52824,2218.860033,250.388729,8.02922,18.70375,5.42771,1.74367,Sinker
161,Pitcher A,Right,Team A,82.53029,2700.4043,9.429958,-4.95394,-1.03689,5.4608,1.84603,Slider
162,Pitcher A,Right,Team A,82.49498,2717.826038,52.028789,-2.36256,-4.62355,5.42855,1.78738,Slider
163,Pitcher A,Right,Team A,82.60139,2779.106808,17.581582,-4.6063,-1.82437,5.47678,1.5367,Slider
164,Pitcher A,Right,Team A,93.10327,2226.703988,228.808115,10.383,10.6641,5.50859,1.54143,Sinker
165,Pitcher A,Right,Team A,83.29354,2846.527214,47.100291,-3.38752,-5.06492,5.43825,1.4659,Slider
166,Pitcher A,Right,Team A,81.98941,2768.307902,58.261651,-3.96567,-8.70186,5.36851,1.92935,Slider
167,Pitcher A,Right,Team A,77.35338,2755.02507,32.007144,-7.36119,-5.81492,5.68329,1.9606,Curveball
168,Pitcher A,Right,Team A,91.77633,2478.147804,209.39461,13.51103,6.92611,5.45128,1.9128,Fastball
169,Pitcher A,Right,Team A,79.49536,2934.826856,51.092507,-5.98217,-9.26292,5.56454,1.74515,Slider
170,Pitcher A,Right,Team A,81.05023,2798.561672,41.358471,-7.74953,-7.91697,5.43145,1.75648,Slider
171,Pitcher A,Right,Team A,76.83774,2795.055522,44.183388,-10.1817,-11.39335,5.59417,1.72079,Curveball
172,Pitcher A,Right,Team A,92.14571,2549.474406,190.182964,13.83013,2.30772,5.73506,1.59191,Fastball
173,Pitcher A,Right,Team A,93.57439,2533.614022,206.242867,12.64721,5.7224,5.72078,1.55331,Fastball
174,Pitcher A,Right,Team A,92.89995,2416.795083,219.602881,9.90595,7.35579,5.72175,1.58736,Fastball
175,Pitcher A,Right,Team A,93.59972,2375.483279,260.433252,3.85894,16.93406,5.59991,1.42351,Sinker
176,Pitcher A,Right,Team A,93.13178,2509.824194,232.709695,10.24245,12.40351,5.74592,1.55524,Fastball
177,Pitcher A,Right,Team A,93.11554,2348.064369,255.079838,5.61445,17.36769,5.60903,1.63147,Sinker
178,Pitcher A,Right,Team A,82.33603,2987.641343,49.859825,-6.44768,-9.04343,5.65433,1.73217,Slider
179,Pitcher A,Right,Team A,82.68175,2985.444453,47.670974,-7.01296,-8.90272,5.65133,1.80666,Slider
180,Pitcher A,Right,Team A,80.88285,2867.686934,52.303121,-6.3989,-9.89032,5.63093,1.62598,Slider
181,Pitcher A,Right,Team A,93.07506,2611.541248,222.20345,12.00312,10.06138,5.7142,1.49654,Fastball
182,Pitcher A,Right,Team A,81.43667,2854.657756,55.726735,-6.62481,-11.41957,5.69387,1.58229,Slider
183,Pitcher A,Right,Team A,91.33717,2330.09405,219.826697,7.3715,5.32441,5.8032,1.41068,Fastball
184,Pitcher A,Right,Team A,92.30469,2316.331389,230.868245,13.40961,15.088,5.61229,1.72382,Sinker
185,Pitcher A,Right,Team A,92.99982,2477.573955,201.491276,12.54446,4.53721,5.70941,1.71115,Fastball
186,Pitcher A,Right,Team A,93.10551,2326.446769,257.453505,5.6213,20.40466,5.66623,1.80242,Sinker
187,Pitcher A,Right,Team A,91.69205,2234.029399,217.934158,12.8717,9.20099,5.73437,1.28771,Fastball
188,Pitcher A,Right,Team A,92.09207,2428.39989,241.758893,9.80367,16.01749,5.80297,1.77712,Sinker
189,Pitcher A,Right,Team A,92.86583,2436.496578,252.686062,6.20115,16.15536,5.74017,1.78062,Sinker
190,Pitcher A,Right,Team A,92.42618,2356.722738,201.057647,11.37965,4.00547,5.74182,1.56011,Fastball
191,Pitcher A,Right,Team A,77.57665,2987.266369,52.219126,-11.6591,-16.86497,5.78463,1.59386,Curveball
192,Pitcher A,Right,Team A,93.00152,2327.324898,238.484054,9.05646,13.09355,5.69379,1.54828,Sinker
193,Pitcher A,Right,Team A,92.98272,2506.764,232.524707,8.88091,10.42764,5.63405,1.57348,Fastball
194,Pitcher A,Right,Team A,78.20939,2946.817322,42.625563,-11.23713,-11.69457,5.82216,1.64831,Curveball
195,Pitcher A,Right,Team A,77.60033,2848.538802,55.667226,-7.20367,-12.76371,5.81883,1.45252,Curveball
196,Pitcher A,Right,Team A,93.06454,2495.441038,246.667474,7.64615,15.33639,5.69394,1.56992,Sinker
197,Pitcher A,Right,Team A,94.13007,2483.1396,245.871216,8.68473,16.85536,5.72972,1.23342,Sinker
198,Pitcher A,Right,Team A,77.70061,3003.417599,51.24773,-11.47823,-16.28025,5.77303,1.51597,Curveball
199,Pitcher A,Right,Team A,92.58758,2504.04522,207.789082,9.8926,4.67575,5.64423,1.54917,Fastball
200,Pitcher A,Right,Team A,78.84701,2812.12153,49.433572,-10.25816,-13.76942,5.69688,1.57048,Curveball
201,Pitcher A,Right,Team A,92.14041,2546.533417,188.63055,12.06249,1.67347,5.54523,1.62074,Fastball
202,Pitcher A,Right,Team A,81.39193,2984.80886,64.474658,-4.68425,-12.63296,5.59771,1.69224,Slider
203,Pitcher A,Right,Team A,91.91819,2494.186279,226.328073,14.16383,13.74036,5.70335,1.37907,Fastball
204,Pitcher A,Right,Team A,79.39755,2895.197526,34.695943,-11.63422,-8.98575,5.7749,1.4174,Curveball
205,Pitcher A,Right,Team A,92.3987,2439.860409,256.6252,4.92213,16.128,5.65783,1.47677,Sinker
206,Pitcher A,Right,Team A,78.0675,2943.228833,43.010409,-14.17804,-14.62717,5.79436,1.61918,Curveball
207,Pitcher A,Right,Team A,81.6691,2914.419028,53.405021,-3.06729,-5.80441,5.58546,1.72943,Slider
208,Pitcher A,Right,Team A,93.22526,2382.523231,260.99334,3.47284,15.16245,5.60928,1.38145,Sinker
209,Pitcher A,Right,Team A,93.2671,2514.44794,212.341675,11.65579,6.72863,5.66799,1.48843,Fastball
210,Pitcher A,Right,Team A,93.50328,2398.703672,240.56913,9.16473,14.37796,5.65242,1.54834,Sinker
211,Pitcher A,Right,Team A,77.62322,2938.56377,38.719122,-14.44643,-12.76938,5.76332,1.40144,Curveball
212,Pitcher A,Right,Team A,77.47957,2843.331179,49.869398,-9.36626,-12.70961,5.81084,1.50812,Curveball
213,Pitcher A,Right,Team A,77.17316,2864.198674,53.591349,-8.86961,-14.06497,5.74694,1.53687,Curveball
214,Pitcher A,Right,Team A,92.83848,2394.322194,269.32831,1.38441,17.91603,5.65865,1.58119,Sinker
215,Pitcher A,Right,Team A,80.87611,2908.455792,60.925141,-3.52662,-8.76449,5.51393,1.6973,Slider
216,Pitcher A,Right,Team A,78.91831,3006.732404,41.704993,-13.18536,-13.08942,5.75957,1.74057,Curveball
218,Pitcher A,Right,Team A,78.10693,2934.234306,46.201426,-13.25524,-15.49135,5.72629,1.49489,Curveball
219,Pitcher A,Right,Team A,93.24409,2558.948385,214.212714,11.66709,7.27382,5.6444,1.56289,Fastball
221,Pitcher A,Right,Team A,91.2248,2465.264482,206.982754,8.50642,3.79299,5.69954,1.49183,Fastball
222,Pitcher A,Right,Team A,81.81187,3072.129344,46.161747,-4.78902,-6.30563,5.54829,1.69003,Slider
223,Pitcher A,Right,Team A,91.08989,2513.705242,211.872618,8.89902,4.88965,5.59334,1.60597,Fastball
224,Pitcher A,Right,Team A,75.31235,2847.947507,53.079698,-11.28658,-17.22942,5.79034,1.41523,Curveball
225,Pitcher A,Right,Team A,91.98351,2513.18154,202.705097,12.27509,4.69996,5.69234,1.33539,Fastball
