ID,Pitcher,PitcherThrows,PitcherTeam,RelSpeed,SpinRate,SpinAxis,InducedVertBreak,HorzBreak,RelHeight,RelSide,RetagPitchType
455,Pitcher A,Right,Team A,84.05306,2915.300584,49.704664,-5.02965,-7.19319,5.60071,1.74947,Slider
456,Pitcher A,Right,Team A,91.7314,2346.978992,198.164102,10.76571,3.21906,5.75013,1.58075,Fastball
457,Pitcher A,Right,Team A,93.06201,2256.231257,212.223311,9.48221,5.37929,5.69313,1.38304,Fastball
458,Pitcher A,Right,Team A,82.26605,2842.705571,37.824534,-5.53922,-5.22772,5.66842,1.55666,Slider
459,Pitcher A,Right,Team A,81.72966,2887.521882,70.983788,-1.8487,-9.05024,5.65953,1.45897,Slider
460,Pitcher A,Right,Team A,93.47512,2368.09262,208.403308,11.95772,5.96937,5.75011,1.38466,Fastball
461,Pitcher A,Right,Team A,76.98123,2864.80367,45.112969,-10.74627,-12.33481,5.88197,1.45048,Curveball
462,Pitcher A,Right,Team A,92.83476,2483.766089,216.656501,12.27548,8.51087,5.62182,1.77416,Fastball
463,Pitcher A,Right,Team A,81.96806,3062.771061,51.023105,-4.08941,-6.39193,5.61349,1.78505,Slider
464,Pitcher A,Right,Team A,92.12117,2473.291202,218.531703,8.04815,5.69024,5.48975,1.7908,Fastball
465,Pitcher A,Right,Team A,77.05465,2872.003592,59.735339,-6.76315,-13.91682,5.84172,1.80909,Curveball
466,Pitcher A,Right,Team A,92.7975,2647.624454,221.015834,7.47248,5.75772,5.6593,1.64714,Fastball
467,Pitcher A,Right,Team A,78.42023,3046.635868,45.205213,-12.60674,-13.98922,5.79155,1.5203,Curveball
468,Pitcher A,Right,Team A,93.52077,2510.77204,223.192108,9.75965,8.31886,5.66741,1.64977,Fastball
469,Pitcher A,Right,Team A,93.56091,2533.635913,224.096195,11.44957,10.13115,5.7112,1.76017,Fastball
470,Pitcher A,Right,Team A,93.54214,2500.540819,233.103101,11.80646,14.25316,5.69905,1.64597,Sinker
471,Pitcher A,Right,Team A,92.4802,2537.273969,220.171831,9.1206,6.80087,5.59597,1.51851,Fastball
472,Pitcher A,Right,Team A,93.7577,2575.670818,217.840213,13.65572,9.88304,5.5815,1.64609,Fastball
473,Pitcher A,Right,Team A,93.78234,2606.098724,216.94372,12.93922,9.02048,5.70235,1.4772,Fastball
474,Pitcher A,Right,Team A,79.95043,2975.225354,44.905538,-10.05064,-11.38749,5.78405,1.60838,Curveball
475,Pitcher A,Right,Team A,79.02874,2994.532061,54.035617,-9.15863,-14.50371,5.76611,1.65325,Curveball
476,Pitcher A,Right,Team A,82.04246,2984.167989,49.571397,-5.34957,-7.58642,5.59307,1.8021,Slider
477,Pitcher A,Right,Team A,83.97717,3005.844258,51.530605,-3.34252,-5.44445,5.62163,1.63758,Slider
478,Pitcher A,Right,Team A,78.05821,2981.547664,62.940852,-6.24154,-15.23556,5.88587,1.41798,Curveball
479,Pitcher A,Right,Team A,80.51018,2998.630347,74.77882,-2.33441,-13.5828,5.70538,1.3989,Slider
480,Pitcher A,Right,Team A,92.13523,2461.876556,214.297936,11.52674,7.22689,5.82825,1.2226,Fastball
481,Pitcher A,Right,Team A,95.3607,2432.343864,217.527706,9.23186,6.38178,5.63125,1.41117,Fastball
482,Pitcher A,Right,Team A,82.71071,3042.507452,47.337692,-7.63945,-9.54934,5.70145,1.68602,Slider
483,Pitcher A,Right,Team A,80.90512,2801.732062,53.787639,-4.01166,-7.26886,5.66178,1.72629,Slider
484,Pitcher A,Right,Team A,92.82138,2482.434405,213.764186,8.87571,5.29347,5.76717,1.34056,Fastball
485,Pitcher A,Right,Team A,83.09548,3010.737726,76.20311,-0.7163,-7.91056,5.71137,1.52459,Slider
486,Pitcher A,Right,Team A,77.08891,2831.082955,49.666881,-9.6826,-12.99843,5.79826,1.44574,Curveball
487,Pitcher A,Right,Team A,93.15362,2506.018716,204.731125,9.97099,4.17614,5.73242,1.37229,Fastball
488,Pitcher A,Right,Team A,82.54005,2963.127393,68.418978,-1.91331,-7.86142,5.6107,1.53245,Slider
489,Pitcher A,Right,Team A,79.32904,2965.762432,48.022588,-11.39028,-14.21989,5.81928,1.36663,Curveball
490,Pitcher A,Right,Team A,93.211,2545.541235,218.805327,9.04835,6.46225,5.72513,1.30347,Fastball
491,Pitcher A,Right,Team A,83.48112,2966.334009,70.276743,-2.13756,-9.66024,5.70234,1.25123,Slider
492,Pitcher A,Right,Team A,83.75028,3040.486574,33.74161,-4.84166,-4.10532,5.62754,1.45903,Slider
493,Pitcher A,Right,Team A,92.90023,2592.417783,221.896693,9.8017,7.92052,5.60881,1.75976,Fastball
494,Pitcher A,Right,Team A,81.50816,2970.534904,74.661514,-0.5072,-6.73052,5.64435,1.71052,Slider
495,Pitcher A,Right,Team A,81.90287,2973.423967,43.765676,-5.06898,-6.01733,5.61697,1.63108,Slider
496,Pitcher A,Right,Team A,89.20607,2068.449193,257.753217,5.05756,18.16052,5.53589,1.68076,Changeup
497,Pitcher A,Right,Team A,79.94956,2979.301495,68.864198,-2.45681,-9.77666,5.63633,1.93706,Slider
498,Pitcher A,Right,Team A,77.46261,3097.932499,47.351259,-11.79497,-14.35666,5.81543,1.68062,Curveball
499,Pitcher A,Right,Team A,80.8166,3065.73847,49.472482,-6.67764,-9.28973,5.54639,1.75567,Slider
500,Pitcher A,Right,Team A,81.0992,3032.944381,34.218207,-8.61961,-6.70599,5.67936,1.57597,Slider
501,Pitcher A,Right,Team A,78.75445,3029.881285,39.62973,-11.43489,-10.61756,5.82404,1.41585,Curveball
502,Pitcher A,Right,Team A,91.71075,2613.920763,196.243697,11.29316,3.0441,5.75205,1.47589,Fastball
503,Pitcher A,Right,Team A,81.48331,2993.83348,61.734123,-5.18347,-12.07316,5.61969,1.70115,Slider
504,Pitcher A,Right,Team A,81.69557,3003.171766,85.044619,0.29929,-11.33339,5.60129,1.91609,Slider
505,Pitcher A,Right,Team A,93.43693,2331.776381,253.117707,4.98721,13.32989,5.60989,1.68072,Sinker
506,Pitcher A,Right,Team A,92.85428,2440.319503,251.811658,5.48449,13.99087,5.65436,1.52643,Sinker
507,Pitcher A,Right,Team A,77.95731,3118.539246,52.548043,-9.93536,-14.91028,5.85188,1.58467,Curveball
508,Pitcher A,Right,Team A,80.87916,2969.187136,58.486113,-3.47323,-7.62134,5.71276,1.83081,Slider
509,Pitcher A,Right,Team A,86.98062,1779.498937,250.5865,6.65028,15.74221,5.4133,1.86028,Changeup
510,Pitcher A,Right,Team A,92.14155,2527.246211,267.486278,1.49504,12.01363,5.7039,1.51352,Sinker
511,Pitcher A,Right,Team A,81.0457,2964.162291,65.813627,-1.30709,-5.37422,5.56851,1.73551,Slider
512,Pitcher A,Right,Team A,82.18128,3014.576821,29.582085,-7.75091,-5.03925,5.69981,1.63766,Slider
513,Pitcher A,Right,Team A,84.35157,1704.160015,260.723825,3.36792,14.35969,5.44981,1.6416,Changeup
514,Pitcher A,Right,Team A,75.93881,2877.872535,66.374109,-5.98685,-17.17989,5.92825,1.66402,Curveball
515,Pitcher A,Right,Team A,81.36788,2943.024391,59.62945,-2.41209,-6.16685,5.65702,1.56869,Slider
516,Pitcher A,Right,Team A,81.69848,2932.703843,53.828003,-5.51303,-9.20678,5.67156,1.54204,Slider
517,Pitcher A,Right,Team A,86.8682,1996.741793,252.256662,5.71292,14.65261,5.51603,1.78985,Changeup
518,Pitcher A,Right,Team A,81.9368,2889.068355,64.066457,-2.48807,-7.2567,5.6442,1.395,Slider
519,Pitcher A,Right,Team A,75.08462,2726.163775,53.859007,-10.3854,-16.34867,5.83991,1.47552,Curveball
520,Pitcher A,Right,Team A,80.45484,2972.168146,62.371284,-4.28784,-10.14894,5.71925,1.41539,Slider
521,Pitcher A,Right,Team A,92.50421,2437.043007,251.505098,8.05146,21.12635,5.73051,1.39634,Sinker
522,Pitcher A,Right,Team A,92.84263,2441.860823,263.145412,3.11886,18.07973,5.74274,1.3368,Sinker
523,Pitcher A,Right,Team A,81.89004,2951.876009,47.306489,-7.5278,-9.38213,5.68028,1.58594,Slider
524,Pitcher A,Right,Team A,92.10632,2344.406821,250.038858,7.44697,17.62009,5.72003,1.60768,Sinker
525,Pitcher A,Right,Team A,81.09058,2874.851926,63.249526,-3.77579,-10.14508,5.64532,1.77906,Slider
526,Pitcher A,Right,Team A,80.87108,3001.53937,72.650741,-3.16748,-14.79682,5.62953,1.5873,Slider
527,Pitcher A,Right,Team A,86.91109,1839.188377,266.218332,2.53067,19.87686,5.48074,1.69861,Changeup
528,Pitcher A,Right,Team A,82.37457,2943.718417,53.052383,-4.66087,-8.20591,5.6636,1.55851,Slider
529,Pitcher A,Right,Team A,92.68525,2349.361896,242.342974,6.91347,11.02162,5.73577,1.28232,Sinker
530,Pitcher A,Right,Team A,81.25684,2757.188695,68.47687,-4.26201,-14.36513,5.56042,1.63039,Slider
531,Pitcher A,Right,Team A,77.81006,2941.705481,51.471713,-11.00205,-15.86891,5.78537,1.5015,Curveball
532,Pitcher A,Right,Team A,93.98886,2436.776398,251.497203,6.2217,15.23414,5.60655,1.37489,Sinker
533,Pitcher A,Right,Team A,93.7561,2316.175356,215.799299,13.16808,8.70434,5.66205,1.39088,Fastball
534,Pitcher A,Right,Team A,80.93456,2850.882902,52.465874,-7.29579,-11.56398,5.49159,1.47653,Slider
535,Pitcher A,Right,Team A,82.78224,2929.244186,65.295107,-2.92232,-9.54186,5.56472,1.36383,Slider
536,Pitcher A,Right,Team A,82.05155,2963.953464,49.901529,-7.24776,-10.37469,5.47306,1.62603,Slider
537,Pitcher A,Right,Team A,82.80196,2962.442647,46.912067,-6.49217,-8.10878,5.53984,1.48035,Slider
538,Pitcher A,Right,Team A,93.99892,2269.438817,219.136151,13.89217,10.34241,5.62438,1.18143,Fastball
539,Pitcher A,Right,Team A,81.30108,3008.496835,57.132373,-6.27449,-11.75556,5.45296,1.62512,Slider
540,Pitcher A,Right,Team A,93.07325,2335.631699,262.14833,3.52713,17.38788,5.68974,1.49939,Sinker
541,Pitcher A,Right,Team A,80.61966,2929.879956,51.469607,-8.78654,-12.80906,5.56524,1.36664,Curveball
542,Pitcher A,Right,Team A,92.34315,2496.248516,192.940284,4.68512,0.82591,5.64852,1.32709,Fastball
543,Pitcher A,Right,Team A,76.88256,2880.55225,49.088601,-13.69178,-17.71076,5.72174,1.3842,Curveball
544,Pitcher A,Right,Team A,82.02984,2841.464735,51.161268,-6.62851,-9.92646,5.55062,1.55076,Slider
545,Pitcher A,Right,Team A,94.04756,2397.440958,258.395366,4.31504,15.98257,5.69044,1.30577,Sinker
546,Pitcher A,Right,Team A,94.40278,2330.952216,260.262546,3.72177,15.78072,5.55008,1.41972,Sinker
547,Pitcher A,Right,Team A,94.38556,2267.859556,241.207663,8.40709,13.40694,5.53615,1.31258,Sinker
548,Pitcher A,Right,Team A,93.05274,2133.680748,244.084718,8.11166,14.44324,5.64504,1.33546,Sinker
549,Pitcher A,Right,Team A,80.54733,2870.843281,70.537102,-3.26977,-13.49453,5.54081,1.47439,Slider
550,Pitcher A,Right,Team A,93.13903,2437.362004,230.396956,9.07343,9.80634,5.67008,1.35046,Fastball
551,Pitcher A,Right,Team A,81.2791,2914.140898,71.034962,-2.56264,-11.46571,5.5309,1.61119,Slider
552,Pitcher A,Right,Team A,81.72635,3019.240349,60.432344,-5.49166,-11.9939,5.60799,1.48987,Slider
553,Pitcher A,Right,Team A,76.60642,2762.306871,44.374412,-10.47036,-11.62922,5.76654,1.37341,Curveball
554,Pitcher A,Right,Team A,93.10774,2217.736904,260.393812,3.46173,14.14375,5.59571,1.28433,Sinker
555,Pitcher A,Right,Team A,92.50793,2273.7537,260.836043,3.31603,14.14418,5.65591,1.2059,Sinker
556,Pitcher A,Right,Team A,83.50764,1750.953343,253.89782,6.56697,17.21237,5.41153,1.68357,Changeup
557,Pitcher A,Right,Team A,81.27834,2908.876629,56.251253,-6.63516,-11.99142,5.5086,1.41686,Slider
558,Pitcher A,Right,Team A,82.83734,2929.059497,79.594351,-1.53433,-15.8008,5.50443,1.33976,Slider
559,Pitcher A,Right,Team A,82.34745,2891.96481,41.733586,-8.6728,-8.88859,5.45317,1.59327,Slider
560,Pitcher A,Right,Team A,93.66568,2411.928906,205.867289,9.03536,3.93823,5.63974,1.22172,Fastball
561,Pitcher A,Right,Team A,78.99543,2889.817278,62.93891,-7.54221,-17.84981,5.75963,1.40944,Curveball
562,Pitcher A,Right,Team A,92.68378,2436.911471,237.682602,9.2291,12.82009,5.61221,1.51022,Sinker
563,Pitcher A,Right,Team A,92.54179,2486.399335,261.258893,3.4891,14.62461,5.5092,1.47466,Sinker
564,Pitcher A,Right,Team A,81.25315,2948.636617,53.722086,-7.55839,-12.20359,5.53324,1.62227,Slider
565,Pitcher A,Right,Team A,83.3846,2987.944378,73.019251,-1.0424,-7.92016,5.4888,1.55189,Slider
566,Pitcher A,Right,Team A,94.46598,2431.899291,240.641315,8.54229,12.76375,5.56192,1.20099,Sinker
567,Pitcher A,Right,Team A,76.13693,2871.243721,46.517874,-13.34902,-15.7604,5.7484,1.46574,Curveball
568,Pitcher A,Right,Team A,92.01222,2307.100513,249.743659,5.91351,13.30879,5.60163,1.25082,Sinker
569,Pitcher A,Right,Team A,77.59453,2925.586531,48.488076,-12.29792,-15.75182,5.74522,1.36242,Curveball
570,Pitcher A,Right,Team A,91.6636,2424.208018,243.650889,7.60276,13.01646,5.57858,1.27847,Sinker
571,Pitcher A,Right,Team A,81.84461,3056.935295,48.767172,-7.37575,-9.96709,5.49946,1.5679,Slider
572,Pitcher A,Right,Team A,79.77289,2677.811828,48.427483,-10.64201,-13.69953,5.53287,1.2376,Curveball
573,Pitcher A,Right,Team A,93.00476,2365.80038,258.509634,5.06004,18.75745,5.54488,1.21872,Sinker
574,Pitcher A,Right,Team A,92.93363,2348.310097,221.078011,7.81016,5.96744,5.64524,1.333,Fastball
575,Pitcher A,Right,Team A,80.67119,2877.262943,72.726663,-2.54996,-13.02678,5.57737,1.45267,Slider
576,Pitcher A,Right,Team A,92.3023,2251.836064,243.701528,7.08174,11.99532,5.60428,1.36903,Sinker
577,Pitcher A,Right,Team A,92.49395,2341.242548,243.790531,8.36847,14.69013,5.67012,1.44927,Sinker
578,Pitcher A,Right,Team A,92.41055,2356.838872,248.411184,6.2241,12.82178,5.53116,1.38221,Sinker
579,Pitcher A,Right,Team A,80.04907,2829.12326,76.935184,-1.58953,-12.89749,5.50646,1.58471,Slider
580,Pitcher A,Right,Team A,93.5087,2413.328694,269.520814,1.31835,15.30619,5.49947,1.27074,Sinker
581,Pitcher A,Right,Team A,92.40269,2317.251298,257.636735,4.94185,16.43072,5.56252,1.39686,Sinker
582,Pitcher A,Right,Team A,78.35526,2820.854336,32.705331,-16.40757,-11.69961,5.6133,1.48566,Curveball
583,Pitcher A,Right,Team A,82.67048,2910.67844,47.826519,-7.46103,-9.74591,5.52787,1.35853,Slider
584,Pitcher A,Right,Team A,91.05723,2195.568584,236.608427,8.68713,11.06859,5.64221,1.39844,Sinker
585,Pitcher A,Right,Team A,81.32294,1682.793441,257.938936,5.10004,16.34194,5.53541,1.63979,Changeup
586,Pitcher A,Right,Team A,91.99258,2235.04928,244.74746,9.13095,16.63312,5.5898,1.28313,Sinker
587,Pitcher A,Right,Team A,92.93144,2336.649321,210.356034,10.70107,5.62315,5.60557,1.2971,Fastball
588,Pitcher A,Right,Team A,82.88559,2778.193115,63.241769,-1.63524,-5.79024,5.60857,1.36224,Slider
589,Pitcher A,Right,Team A,82.46665,2796.543342,79.957295,0.11461,-7.57461,5.50561,1.59002,Slider
590,Pitcher A,Right,Team A,82.59679,2868.787224,62.952513,-2.88646,-8.07063,5.52198,1.33963,Slider
591,Pitcher A,Right,Team A,92.43496,2345.82588,252.925847,5.92579,15.41564,5.56665,1.32637,Sinker
592,Pitcher A,Right,Team A,93.18092,2462.974975,207.246798,10.21115,4.75091,5.65783,1.31576,Fastball
593,Pitcher A,Right,Team A,93.05986,2467.186327,255.48027,6.0924,19.18977,5.57989,1.34718,Sinker
594,Pitcher A,Right,Team A,82.69894,2992.553179,61.911718,-2.97579,-7.78874,5.52578,1.47275,Slider
595,Pitcher A,Right,Team A,91.35959,2337.595166,226.451218,6.64437,5.88658,5.59053,1.42382,Fastball
596,Pitcher A,Right,Team A,76.06251,2891.212868,56.630962,-9.65091,-17.08749,5.79137,1.40422,Curveball
597,Pitcher A,Right,Team A,76.67241,2843.643888,60.482572,-7.6291,-16.18816,5.66385,1.41612,Curveball
598,Pitcher A,Right,Team A,82.41193,2945.957689,72.338738,-0.83185,-6.57831,5.52053,1.61602,Slider
599,Pitcher A,Right,Team A,82.0492,2905.275963,85.119932,0.5965,-9.14863,5.49871,1.68033,Slider
600,Pitcher A,Right,Team A,82.56605,2910.131672,46.842817,-4.78571,-6.43138,5.46017,1.68159,Slider
601,Pitcher A,Right,Team A,76.72456,2804.00809,53.335958,-11.40717,-17.6471,5.7733,1.60417,Curveball
602,Pitcher A,Right,Team A,81.99131,2891.559561,92.131796,1.7398,-3.67492,5.54573,1.60538,Slider
603,Pitcher A,Right,Team A,79.82585,2713.742384,47.010358,-5.83811,-7.73126,5.61962,1.72864,Slider
604,Pitcher A,Right,Team A,90.25828,2465.331032,211.932297,9.31831,5.07859,5.67064,1.49484,Fastball
605,Pitcher A,Right,Team A,91.41806,2363.728817,199.302724,9.47977,2.9028,5.65969,1.31687,Fastball
606,Pitcher A,Right,Team A,82.55213,1934.29466,243.278247,10.05638,16.7041,5.41737,1.56204,Changeup
607,Pitcher A,Right,Team A,91.9248,2310.0368,246.201147,7.42811,14.22166,5.57055,1.43148,Sinker
608,Pitcher A,Right,Team A,91.58797,2371.079193,245.406898,7.06516,12.98753,5.60083,1.37535,Sinker
609,Pitcher A,Right,Team A,92.44375,2254.714039,230.804292,10.27264,11.14012,5.4294,1.28187,Sinker
610,Pitcher A,Right,Team A,80.74821,2843.018548,51.179396,-6.42221,-9.73721,5.49661,1.55544,Slider
611,Pitcher A,Right,Team A,91.69925,2431.788355,241.251597,9.41827,14.7417,5.39379,1.51871,Sinker
612,Pitcher A,Right,Team A,92.57866,2461.676665,226.37305,14.96363,14.36398,5.50379,1.30188,Fastball
613,Pitcher A,Right,Team A,92.44305,2461.776471,241.417283,9.4693,15.07583,5.56063,1.4486,Sinker
614,Pitcher A,Right,Team A,92.51993,2427.153141,244.026864,8.17304,14.24934,5.5704,1.45351,Sinker
615,Pitcher A,Right,Team A,82.6963,2980.608087,95.519412,2.22102,-8.07823,5.46342,1.57893,Slider
616,Pitcher A,Right,Team A,81.98859,2953.401013,57.402635,-3.49914,-7.63115,5.40292,1.60379,Slider
617,Pitcher A,Right,Team A,92.69658,2423.964175,203.73781,11.03205,4.31685,5.59777,1.32166,Fastball
618,Pitcher A,Right,Team A,93.39281,2356.923812,231.512752,9.62674,10.75323,5.71625,1.67474,Sinker
619,Pitcher A,Right,Team A,93.62753,2423.680965,247.311393,5.34583,10.33839,5.61995,1.74664,Sinker
620,Pitcher A,Right,Team A,92.80864,2352.041731,253.960009,4.19296,11.23772,5.63737,1.67287,Sinker
621,Pitcher A,Right,Team A,88.48729,1939.128207,254.443488,5.70748,16.51804,5.58034,1.88572,Changeup
622,Pitcher A,Right,Team A,93.96908,2392.311998,221.155682,12.49812,10.02701,5.6639,1.79352,Fastball
623,Pitcher A,Right,Team A,93.98098,2466.229384,214.625111,9.77252,6.13819,5.64639,1.70703,Fastball
624,Pitcher A,Right,Team A,94.54083,2523.914551,222.558995,8.21256,6.6054,5.55355,1.68005,Fastball
625,Pitcher A,Right,Team A,82.5572,2912.734726,38.030145,-9.00544,-8.06674,5.54746,1.83386,Slider
626,Pitcher A,Right,Team A,94.90815,2434.494435,230.226421,9.73831,10.44012,5.72755,1.47775,Fastball
627,Pitcher A,Right,Team A,92.10063,2401.866519,211.316997,6.78185,3.5537,5.7683,1.62371,Fastball
628,Pitcher A,Right,Team A,92.80941,2457.792724,251.283746,5.96197,14.25095,5.59675,1.7903,Sinker
629,Pitcher A,Right,Team A,91.76878,2518.313251,262.106129,3.34918,15.95855,5.50336,1.91759,Sinker
630,Pitcher A,Right,Team A,89.50348,1986.395301,252.102979,6.42457,16.33202,5.51447,1.80856,Changeup
631,Pitcher A,Right,Team A,78.98908,3023.750348,61.980062,-7.59764,-16.96469,5.80505,1.62941,Curveball
632,Pitcher A,Right,Team A,93.08822,2427.961708,240.668928,9.12804,14.41312,5.6714,1.72367,Sinker
633,Pitcher A,Right,Team A,92.50444,2519.67309,226.211607,7.69311,7.01118,5.50851,1.78793,Fastball
634,Pitcher A,Right,Team A,93.56833,2553.260452,233.511004,7.43744,8.795,5.57872,1.85023,Fastball
635,Pitcher A,Right,Team A,88.51026,1983.58997,250.877595,7.08481,17.2206,5.56583,1.92671,Changeup
636,Pitcher A,Right,Team A,92.12072,2459.606258,265.537005,1.74587,9.24792,5.62032,1.83798,Sinker
637,Pitcher A,Right,Team A,83.16122,2890.728556,75.514687,-1.67284,-10.50268,5.5695,1.77516,Slider
638,Pitcher A,Right,Team A,93.13263,2542.144081,202.103621,11.16788,4.20559,5.65606,1.59447,Fastball
639,Pitcher A,Right,Team A,90.80521,2356.997247,230.518662,10.55209,11.31981,5.70083,1.52449,Sinker
640,Pitcher A,Right,Team A,92.58972,2341.209486,227.191082,11.66473,11.41938,5.589,1.69587,Fastball
641,Pitcher A,Right,Team A,91.60525,2446.8539,250.121534,4.87922,10.8752,5.55993,1.75077,Sinker
642,Pitcher A,Right,Team A,92.37879,2446.828862,254.281027,5.95721,17.0378,5.60517,1.69157,Sinker
643,Pitcher A,Right,Team A,77.04618,2962.326249,48.95657,-10.6467,-13.6919,5.81452,1.8839,Curveball
644,Pitcher A,Right,Team A,92.03615,2442.207189,247.140142,7.53347,15.54485,5.57278,1.74227,Sinker
645,Pitcher A,Right,Team A,92.32654,2427.043815,199.048352,10.7126,3.38425,5.63349,1.75945,Fastball
646,Pitcher A,Right,Team A,81.44157,2968.070657,46.354949,-9.81414,-11.63792,5.67633,1.65651,Curveball
647,Pitcher A,Right,Team A,91.77305,2496.303172,186.298592,8.41516,0.82437,5.61668,1.75692,Fastball
648,Pitcher A,Right,Team A,91.24699,2403.47569,218.291481,8.95138,6.29433,5.69348,1.59759,Fastball
649,Pitcher A,Right,Team A,78.32549,2833.678702,49.143512,-10.53642,-13.79816,5.79478,1.75118,Curveball
650,Pitcher A,Right,Team A,81.04124,2863.378764,78.212658,-1.88362,-14.90284,5.64411,1.80444,Slider
651,Pitcher A,Right,Team A,90.81674,2448.238103,182.77641,6.89788,0.29095,5.65135,1.99971,Fastball
652,Pitcher A,Right,Team A,81.04139,2902.211588,59.386981,-3.48768,-7.82256,5.48516,2.11102,Slider
653,Pitcher A,Right,Team A,92.19949,2506.25054,193.938716,11.43477,2.63236,5.66957,1.78006,Fastball
654,Pitcher A,Right,Team A,92.92899,2450.557672,191.894325,11.45268,2.23162,5.55771,1.78211,Fastball
655,Pitcher A,Right,Team A,92.13691,2429.58001,244.740465,6.85441,12.52497,5.52795,1.76815,Sinker
656,Pitcher A,Right,Team A,92.19931,2367.053864,248.99149,6.58386,14.60233,5.65,1.70726,Sinker
657,Pitcher A,Right,Team A,91.06739,2507.017371,223.758793,7.04221,5.80599,5.62975,1.48645,Fastball
658,Pitcher A,Right,Team A,92.78588,2571.197334,229.24128,7.47638,7.53146,5.57201,1.78185,Fastball
659,Pitcher A,Right,Team A,82.85972,2919.930744,29.452406,-6.48945,-4.24355,5.56781,1.91648,Slider
660,Pitcher A,Right,Team A,92.96961,2454.761413,209.695501,14.21115,7.55725,5.64108,1.69243,Fastball
661,Pitcher A,Right,Team A,92.13201,2448.877883,204.99195,11.70032,5.02721,5.6963,1.50051,Fastball
662,Pitcher A,Right,Team A,93.12723,2529.847109,229.494727,9.77642,10.27115,5.55192,1.98747,Fastball
663,Pitcher A,Right,Team A,93.17302,2497.804254,231.060114,11.87331,13.50548,5.67032,1.77141,Fastball
664,Pitcher A,Right,Team A,90.71435,2294.727414,207.409224,9.73619,4.56859,5.65697,1.75298,Fastball
665,Pitcher A,Right,Team A,77.5704,2780.383965,43.91305,-11.54922,-12.53839,5.78347,1.49878,Curveball
666,Pitcher A,Right,Team A,92.22732,2439.474827,214.461184,10.91312,6.92922,5.64845,1.73971,Fastball
667,Pitcher A,Right,Team A,91.74133,2341.024666,218.462639,12.10603,8.91075,5.69608,1.62434,Fastball
668,Pitcher A,Right,Team A,92.25949,2379.419549,243.344858,6.36973,10.94729,5.5844,1.95754,Sinker
669,Pitcher A,Right,Team A,86.73606,1790.563288,262.134293,3.17563,15.68591,5.5466,1.838,Changeup
